S. No,Description,Average Price,% Change,Cities,Value,Month
14,"Cooking Oil, Tin, (Sn) 2.5 Ltr",648.35,0.02,Sar-godha,640,6/1/2020
14,"Cooking Oil, Tin, (Sn) 2.5 Ltr",648.35,0.02,Multan,660,6/1/2020
14,"Cooking Oil, Tin, (Sn) 2.5 Ltr",648.35,0.02,Baha-walpur,660,6/1/2020
14,"Cooking Oil, Tin, (Sn) 2.5 Ltr",648.35,0.02,Karachi,670,6/1/2020
14,"Cooking Oil, Tin, (Sn) 2.5 Ltr",648.35,0.02,Hyder-abad,660,6/1/2020
14,"Cooking Oil, Tin, (Sn) 2.5 Ltr",648.35,0.02,Sukkur,660,6/1/2020
14,"Cooking Oil, Tin, (Sn) 2.5 Ltr",648.35,0.02,Larkana,660,6/1/2020
14,"Cooking Oil, Tin, (Sn) 2.5 Ltr",648.35,0.02,Pesha-war,660,6/1/2020
14,"Cooking Oil, Tin, (Sn) 2.5 Ltr",648.35,0.02,Bannu,650,6/1/2020
14,"Cooking Oil, Tin, (Sn) 2.5 Ltr",648.35,0.02,Quetta,630,6/1/2020
14,"Cooking Oil, Tin, (Sn) 2.5 Ltr",648.35,0.02,Khuz-dar,610,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Islam-abad,625,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Rawal-pindi,625,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Gujran-wala,655,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Sialkot,633,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Lahore,625,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Faisal-abad,655,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Sar-godha,630,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Multan,655,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Baha-walpur,655,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Karachi,655,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Hyder-abad,655,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Sukkur,655,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Larkana,655,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Pesha-war,655,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Bannu,645,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Quetta,625,6/1/2020
15,"Vegetable Ghee, Tin, (Sn) 2.5 Kg",639,0.02,Khuz-dar,560,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Islam-abad,206.25,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Rawal-pindi,205.83,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Gujran-wala,198.75,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Sialkot,198.75,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Lahore,210,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Faisal-abad,201.25,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Sar-godha,200,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Multan,200,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Baha-walpur,202.5,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Karachi,214.35,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Hyder-abad,254,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Sukkur,200,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Larkana,195,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Pesha-war,254,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Bannu,220,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Quetta,245,6/1/2020
16,Vegetable Ghee (Loose) 1 Kg,211.51,-0.17,Khuz-dar,190,6/1/2020
17,Bananas Dozen,110.5,-8.09,Islam-abad,157.66,6/1/2020
17,Bananas Dozen,110.5,-8.09,Rawal-pindi,127.19,6/1/2020
17,Bananas Dozen,110.5,-8.09,Gujran-wala,117.5,6/1/2020
17,Bananas Dozen,110.5,-8.09,Sialkot,140,6/1/2020
17,Bananas Dozen,110.5,-8.09,Lahore,117.86,6/1/2020
17,Bananas Dozen,110.5,-8.09,Faisal-abad,116.25,6/1/2020
17,Bananas Dozen,110.5,-8.09,Sar-godha,73.75,6/1/2020
17,Bananas Dozen,110.5,-8.09,Multan,140,6/1/2020
17,Bananas Dozen,110.5,-8.09,Baha-walpur,121.25,6/1/2020
17,Bananas Dozen,110.5,-8.09,Karachi,71.73,6/1/2020
17,Bananas Dozen,110.5,-8.09,Hyder-abad,82.82,6/1/2020
17,Bananas Dozen,110.5,-8.09,Sukkur,90,6/1/2020
17,Bananas Dozen,110.5,-8.09,Larkana,92.5,6/1/2020
17,Bananas Dozen,110.5,-8.09,Pesha-war,118.75,6/1/2020
17,Bananas Dozen,110.5,-8.09,Bannu,113.75,6/1/2020
17,Bananas Dozen,110.5,-8.09,Quetta,102.5,6/1/2020
17,Bananas Dozen,110.5,-8.09,Khuz-dar,95,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Islam-abad,173.75,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Rawal-pindi,172.5,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Gujran-wala,190,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Sialkot,190,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Lahore,173.57,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Faisal-abad,175,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Sar-godha,185,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Multan,140,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Baha-walpur,151.25,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Karachi,157.6,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Hyder-abad,141.1,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Sukkur,145,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Larkana,136.25,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Pesha-war,148.75,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Bannu,151.25,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Quetta,162.5,6/1/2020
18,"Pulse Masoor, Washed 1 Kg",161.68,-3.56,Khuz-dar,155,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Islam-abad,302.5,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Rawal-pindi,284.17,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Gujran-wala,268.75,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Sialkot,275,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Lahore,264.64,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Faisal-abad,290,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Sar-godha,260,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Multan,258.33,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Baha-walpur,290,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Karachi,277.31,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Hyder-abad,265,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Sukkur,310,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Larkana,281.88,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Pesha-war,268.96,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Bannu,268.75,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Quetta,322.5,6/1/2020
19,"Pulse Moong, Washed 1 Kg",278.69,-2.26,Khuz-dar,250,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Islam-abad,270.47,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Rawal-pindi,260.73,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Gujran-wala,243.75,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Sialkot,260,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Lahore,265,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Faisal-abad,275,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Sar-godha,245,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Multan,213.33,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Baha-walpur,250,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Karachi,227.6,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Hyder-abad,213.44,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Sukkur,213.75,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Larkana,228.75,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Pesha-war,253.96,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Bannu,275,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Quetta,310,6/1/2020
20,"Pulse Mash, Washed 1 Kg",249.13,-1.52,Khuz-dar,229.38,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Islam-abad,166.88,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Rawal-pindi,154.06,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Gujran-wala,120,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Sialkot,120,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Lahore,135,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Faisal-abad,135,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Sar-godha,121.25,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Multan,116.67,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Baha-walpur,151.25,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Karachi,157.69,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Hyder-abad,136.25,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Sukkur,145,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Larkana,136.25,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Pesha-war,145.62,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Bannu,127.5,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Quetta,180,6/1/2020
21,"Pulse Gram, Washed 1 Kg",141.52,-5.81,Khuz-dar,157.5,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Islam-abad,71.1,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Rawal-pindi,63.23,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Gujran-wala,65,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Sialkot,67.5,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Lahore,62.41,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Faisal-abad,62.5,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Sar-godha,50,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Multan,60,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Baha-walpur,60,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Karachi,50.19,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Hyder-abad,49.53,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Sukkur,50,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Larkana,48.13,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Pesha-war,66.46,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Bannu,61.25,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Quetta,55,6/1/2020
22,Potatoes 1 Kg,58.52,-0.02,Khuz-dar,52.5,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Islam-abad,48.36,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Rawal-pindi,42.61,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Gujran-wala,40,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Sialkot,40,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Lahore,34.91,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Faisal-abad,36.88,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Sar-godha,26.88,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Multan,29.79,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Baha-walpur,28.75,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Karachi,39.86,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Hyder-abad,33.75,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Sukkur,30.63,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Larkana,25,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Pesha-war,40.84,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Bannu,32.5,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Quetta,38.75,6/1/2020
23,Onions 1 Kg,35.85,-17.15,Khuz-dar,40,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Islam-abad,49.69,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Rawal-pindi,41.88,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Gujran-wala,31.25,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Sialkot,35,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Lahore,31.48,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Faisal-abad,36.25,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Sar-godha,27.5,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Multan,36.25,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Baha-walpur,33.75,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Karachi,51.97,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Hyder-abad,45.47,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Sukkur,46.25,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Larkana,44.38,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Pesha-war,32.92,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Bannu,30,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Quetta,45,6/1/2020
24,Tomatoes 1 Kg,38.4,35.5,Khuz-dar,33.75,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Islam-abad,85,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Rawal-pindi,81.83,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Gujran-wala,80.5,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Sialkot,80,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Lahore,81.3,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Faisal-abad,78.5,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Sar-godha,79,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Multan,79.92,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Baha-walpur,80,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Karachi,82.73,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Hyder-abad,80,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Sukkur,79,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Larkana,79.75,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Pesha-war,82.21,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Bannu,80.25,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Quetta,84.5,6/1/2020
25,"Sugar, Refined 1 Kg",80.85,-0.61,Khuz-dar,80,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Islam-abad,136.56,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Rawal-pindi,130.83,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Gujran-wala,120,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Sialkot,126.88,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Lahore,129.11,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Faisal-abad,135,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Sar-godha,100,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Multan,109.58,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Baha-walpur,120,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Karachi,126.25,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Hyder-abad,132.5,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Sukkur,118.75,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Larkana,108.13,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Pesha-war,126.25,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Bannu,115,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Quetta,135,6/1/2020
26,"Gur, Average Quality 1 Kg",123.52,0.06,Khuz-dar,130,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Islam-abad,16.25,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Rawal-pindi,14.5,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Gujran-wala,15,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Sialkot,15,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Lahore,20.54,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Faisal-abad,10,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Sar-godha,10,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Multan,15,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Baha-walpur,12,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Karachi,20,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Hyder-abad,15,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Sukkur,10,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Larkana,10,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Pesha-war,18.96,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Bannu,12,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Quetta,10,6/1/2020
27,"Salt Powder, Loose, Lahori 1 Kg",13.78,0.29,Khuz-dar,10,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Islam-abad,811.38,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Rawal-pindi,784.17,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Gujran-wala,712.5,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Sialkot,750,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Lahore,697.15,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Faisal-abad,851.25,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Sar-godha,752.5,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Multan,696.25,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Baha-walpur,760,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Karachi,699.23,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Hyder-abad,655,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Sukkur,800,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Larkana,642.5,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Pesha-war,793.75,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Bannu,657.5,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Quetta,557.5,6/1/2020
28,"Red Chilly Powder, Loose 1 Kg",707.83,5.77,Khuz-dar,412.5,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Islam-abad,317.19,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Rawal-pindi,278.13,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Gujran-wala,210,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Sialkot,211.25,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Lahore,255.71,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Faisal-abad,210,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Sar-godha,226.25,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Multan,209.17,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Baha-walpur,230,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Karachi,276.92,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Hyder-abad,211.25,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Sukkur,205,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Larkana,173.75,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Pesha-war,278.34,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Bannu,270,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Quetta,318.75,6/1/2020
29,Garlic 1 Kg,248.92,-10.5,Khuz-dar,350,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Islam-abad,242.11,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Rawal-pindi,242.11,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Gujran-wala,242.11,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Sialkot,242,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Lahore,242,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Faisal-abad,242.1,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Sar-godha,242.1,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Multan,242.1,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Baha-walpur,242,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Karachi,242.11,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Hyder-abad,242.1,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Sukkur,242.1,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Larkana,242.1,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Pesha-war,242.1,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Bannu,242.1,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Quetta,242.1,6/1/2020
30,"Tea, Lipton Yellow Label, Packet 200 Gm",242.09,0,Khuz-dar,242.16,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Islam-abad,143.75,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Rawal-pindi,134.58,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Gujran-wala,160,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Sialkot,160,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Lahore,131.43,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Faisal-abad,185,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Sar-godha,140,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Multan,105,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Baha-walpur,130,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Karachi,118.46,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Hyder-abad,100,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Sukkur,120,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Larkana,100,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Pesha-war,140,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Bannu,105,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Quetta,160,6/1/2020
31,"Cooked Beef, Average Hotel Plate",137.25,0.87,Khuz-dar,200,6/1/2020
32,"Cooked Daal, Average Hotel Plate",72.04,0,Islam-abad,95,6/1/2020
32,"Cooked Daal, Average Hotel Plate",72.04,0,Rawal-pindi,89.17,6/1/2020
32,"Cooked Daal, Average Hotel Plate",72.04,0,Gujran-wala,60,6/1/2020
32,"Cooked Daal, Average Hotel Plate",72.04,0,Sialkot,60,6/1/2020
32,"Cooked Daal, Average Hotel Plate",72.04,0,Lahore,80,6/1/2020
32,"Cooked Daal, Average Hotel Plate",72.04,0,Faisal-abad,75,6/1/2020
32,"Cooked Daal, Average Hotel Plate",72.04,0,Sar-godha,65,6/1/2020
32,"Cooked Daal, Average Hotel Plate",72.04,0,Multan,48.75,6/1/2020
32,"Cooked Daal, Average Hotel Plate",72.04,0,Baha-walpur,70,6/1/2020
