S. No,Description,Average Price,% Change,Cities,Value,Month
48,"Match Box, Regular Each",2.47,0,Sar-godha,3,3/1/2019
48,"Match Box, Regular Each",2.47,0,Multan,3,3/1/2019
48,"Match Box, Regular Each",2.47,0,Baha-walpur,2.5,3/1/2019
48,"Match Box, Regular Each",2.47,0,Karachi,3,3/1/2019
48,"Match Box, Regular Each",2.47,0,Hyder-abad,3,3/1/2019
48,"Match Box, Regular Each",2.47,0,Sukkur,2.5,3/1/2019
48,"Match Box, Regular Each",2.47,0,Larkana,3,3/1/2019
48,"Match Box, Regular Each",2.47,0,Pesha-war,2,3/1/2019
48,"Match Box, Regular Each",2.47,0,Bannu,3,3/1/2019
48,"Match Box, Regular Each",2.47,0,Quetta,2,3/1/2019
48,"Match Box, Regular Each",2.47,0,Khuz-dar,1.5,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Islam-abad,93.35,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Rawal-pindi,93.35,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Gujran-wala,93.4,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Sialkot,94.9,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Lahore,94.24,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Faisal-abad,93.3,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Sar-godha,93.5,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Multan,93.95,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Baha-walpur,94.39,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Karachi,93.34,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Hyder-abad,94.08,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Sukkur,93.35,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Larkana,93.6,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Pesha-war,93.35,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Bannu,95.7,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Quetta,93.19,3/1/2019
49,"Petrol, Super 1 Ltr",93.95,2.85,Khuz-dar,96.22,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Islam-abad,111.9,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Rawal-pindi,111.9,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Gujran-wala,111.9,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Sialkot,113.1,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Lahore,111.78,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Faisal-abad,111.89,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Sar-godha,112,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Multan,112.6,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Baha-walpur,113.05,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Karachi,111.89,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Hyder-abad,112.62,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Sukkur,111.9,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Larkana,112.1,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Pesha-war,111.9,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Bannu,114.7,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Quetta,111.73,3/1/2019
50,Hi Speed Diesel (HSD) 1 Ltr,112.45,4.46,Khuz-dar,114.76,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Islam-abad,1452.5,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Rawal-pindi,1455,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Gujran-wala,1265,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Sialkot,1430,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Lahore,1251.01,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Faisal-abad,1250,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Sar-godha,1287.5,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Multan,1318.33,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Baha-walpur,1375,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Karachi,1329.91,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Hyder-abad,1416.25,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Sukkur,1512.5,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Larkana,1430,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Pesha-war,1375,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Bannu,1312.5,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Quetta,1425,3/1/2019
51,"LPG Cylinder, 11kg Each",1374.15,0.18,Khuz-dar,1475,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Islam-abad,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Rawal-pindi,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Gujran-wala,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Sialkot,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Lahore,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Faisal-abad,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Sar-godha,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Multan,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Baha-walpur,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Karachi,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Hyder-abad,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Sukkur,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Larkana,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Pesha-war,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Bannu,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Quetta,4.65,3/1/2019
52,Telephone Local Call P/Call,4.65,0,Khuz-dar,4.65,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Islam-abad,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Rawal-pindi,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Gujran-wala,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Sialkot,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Lahore,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Faisal-abad,42,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Sar-godha,42,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Multan,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Baha-walpur,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Karachi,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Hyder-abad,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Sukkur,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Larkana,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Pesha-war,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Bannu,40,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Quetta,42,3/1/2019
53,"Soap, LifeBuoy Each",40.47,0,Khuz-dar,42,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Islam-abad,592.5,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Rawal-pindi,587.29,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Gujran-wala,588.75,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Sialkot,595,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Lahore,615,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Faisal-abad,603,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Sar-godha,592.5,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Multan,596.5,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Baha-walpur,600,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Karachi,627.22,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Hyder-abad,637.5,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Sukkur,620,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Larkana,635,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Pesha-war,588.33,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Bannu,591.88,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Quetta,620,3/1/2019
54,"Cement (Local), SN 50 Kg",601.79,,Khuz-dar,540,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Islam-abad,1375,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Rawal-pindi,1375,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Gujran-wala,950,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Sialkot,1000,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Lahore,1100,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Faisal-abad,800,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Sar-godha,1200,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Multan,1100,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Baha-walpur,900,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Karachi,1380.77,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Hyder-abad,1200,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Sukkur,1000,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Larkana,850,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Pesha-war,1000,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Bannu,1250,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Quetta,1050,3/1/2019
55,Carpenter Wage Rate Daily,1113.57,,Khuz-dar,1400,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Islam-abad,1375,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Rawal-pindi,1375,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Gujran-wala,1300,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Sialkot,1200,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Lahore,1150,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Faisal-abad,1200,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Sar-godha,1200,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Multan,1100,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Baha-walpur,1050,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Karachi,1430.77,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Hyder-abad,1200,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Sukkur,1000,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Larkana,1000,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Pesha-war,1200,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Bannu,1400,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Quetta,1300,3/1/2019
56,Mason (Raj) Wage Rate Daily,1216.52,,Khuz-dar,1200,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Islam-abad,850,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Rawal-pindi,850,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Gujran-wala,750,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Sialkot,800,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Lahore,850,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Faisal-abad,700,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Sar-godha,700,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Multan,600,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Baha-walpur,600,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Karachi,934.62,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Hyder-abad,700,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Sukkur,450,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Larkana,450,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Pesha-war,600,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Bannu,600,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Quetta,800,3/1/2019
57,Unskilled Labour Wage Rate Daily,696.15,,Khuz-dar,600,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Islam-abad,1375,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Rawal-pindi,1375,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Gujran-wala,800,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Sialkot,1000,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Lahore,1050,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Faisal-abad,800,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Sar-godha,1200,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Multan,1100,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Baha-walpur,900,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Karachi,1430.77,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Hyder-abad,1200,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Sukkur,1000,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Larkana,850,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Pesha-war,1200,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Bannu,900,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Quetta,950,3/1/2019
58,Plumber Wage Rate Daily,1090.05,,Khuz-dar,1400,3/1/2019
59,Electrician Charges P/Point,141.52,,Islam-abad,220,3/1/2019
59,Electrician Charges P/Point,141.52,,Rawal-pindi,215,3/1/2019
59,Electrician Charges P/Point,141.52,,Gujran-wala,140,3/1/2019
59,Electrician Charges P/Point,141.52,,Sialkot,140,3/1/2019
59,Electrician Charges P/Point,141.52,,Lahore,177.5,3/1/2019
59,Electrician Charges P/Point,141.52,,Faisal-abad,115,3/1/2019
59,Electrician Charges P/Point,141.52,,Sar-godha,135,3/1/2019
59,Electrician Charges P/Point,141.52,,Multan,100,3/1/2019
59,Electrician Charges P/Point,141.52,,Baha-walpur,120,3/1/2019
59,Electrician Charges P/Point,141.52,,Karachi,211.54,3/1/2019
59,Electrician Charges P/Point,141.52,,Hyder-abad,150,3/1/2019
59,Electrician Charges P/Point,141.52,,Sukkur,87.5,3/1/2019
59,Electrician Charges P/Point,141.52,,Larkana,135,3/1/2019
59,Electrician Charges P/Point,141.52,,Pesha-war,100,3/1/2019
59,Electrician Charges P/Point,141.52,,Bannu,92.5,3/1/2019
59,Electrician Charges P/Point,141.52,,Quetta,165,3/1/2019
59,Electrician Charges P/Point,141.52,,Khuz-dar,101.88,3/1/2019
60,CNG 1 Kg,91.02,,Islam-abad,79.98,3/1/2019
60,CNG 1 Kg,91.02,,Rawal-pindi,80.49,3/1/2019
60,CNG 1 Kg,91.02,,Gujran-wala,76.95,3/1/2019
60,CNG 1 Kg,91.02,,Sialkot,76.45,3/1/2019
60,CNG 1 Kg,91.02,,Lahore,75.95,3/1/2019
60,CNG 1 Kg,91.02,,Faisal-abad,76.95,3/1/2019
60,CNG 1 Kg,91.02,,Sar-godha,78.99,3/1/2019
60,CNG 1 Kg,91.02,,Multan,76.83,3/1/2019
60,CNG 1 Kg,91.02,,Baha-walpur,76.95,3/1/2019
60,CNG 1 Kg,91.02,,Karachi,104,3/1/2019
60,CNG 1 Kg,91.02,,Hyder-abad,104,3/1/2019
60,CNG 1 Kg,91.02,,Sukkur,104,3/1/2019
60,CNG 1 Kg,91.02,,Larkana,104,3/1/2019
60,CNG 1 Kg,91.02,,Pesha-war,114.9,3/1/2019
60,CNG 1 Kg,91.02,,Bannu,116.9,3/1/2019
60,CNG 1 Kg,91.02,,Quetta,109,3/1/2019
60,CNG 1 Kg,91.02,,Khuz-dar,,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Islam-abad,,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Rawal-pindi,1820,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Gujran-wala,1800,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Sialkot,,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Lahore,1750,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Faisal-abad,1825,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Sar-godha,1818.75,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Multan,1772.5,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Baha-walpur,1787.5,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Karachi,,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Hyder-abad,1800,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Sukkur,1750,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Larkana,1750,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Pesha-war,1820,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Bannu,1856.25,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Quetta,1862.5,3/1/2019
61,Sona Urea 50 Kg,1800.96,,Khuz-dar,,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Islam-abad,,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Rawal-pindi,1747.5,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Gujran-wala,,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Sialkot,,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Lahore,1750,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Faisal-abad,1807.5,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Sar-godha,1795,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Multan,1742.5,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Baha-walpur,1750,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Karachi,,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Hyder-abad,,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Sukkur,1740,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Larkana,,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Pesha-war,1780,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Bannu,,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Quetta,,3/1/2019
62,Kissan Urea 50 Kg,1764.06,,Khuz-dar,,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Islam-abad,,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Rawal-pindi,1650,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Gujran-wala,1637.5,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Sialkot,,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Lahore,1628.75,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Faisal-abad,1675,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Sar-godha,1662.5,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Multan,1590,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Baha-walpur,1581.25,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Karachi,,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Hyder-abad,1650,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Sukkur,1600,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Larkana,1470,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Pesha-war,,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Bannu,,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Quetta,,3/1/2019
63,Calc. Amonium Nitrate 50 Kg,1614.5,,Khuz-dar,,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Islam-abad,,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Rawal-pindi,,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Gujran-wala,1011.25,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Sialkot,,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Lahore,1025,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Faisal-abad,950,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Sar-godha,1007.5,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Multan,900,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Baha-walpur,1050,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Karachi,,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Hyder-abad,1000,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Sukkur,,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Larkana,1200,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Pesha-war,1000,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Bannu,,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Quetta,,3/1/2019
64,"S.S Phosphate, Gr. 18% 50 Kg",1015.97,,Khuz-dar,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Islam-abad,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Rawal-pindi,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Gujran-wala,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Sialkot,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Lahore,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Faisal-abad,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Sar-godha,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Multan,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Baha-walpur,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Karachi,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Hyder-abad,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Sukkur,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Larkana,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Pesha-war,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Bannu,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Quetta,,3/1/2019
65,"S.S Phosphate, Pd. 18% 50 Kg",0,,Khuz-dar,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Islam-abad,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Rawal-pindi,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Gujran-wala,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Sialkot,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Lahore,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Faisal-abad,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Sar-godha,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Multan,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Baha-walpur,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Karachi,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Hyder-abad,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Sukkur,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Larkana,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Pesha-war,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Bannu,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Quetta,,3/1/2019
66,"Triple Sup. Phosph., Gr 50 Kg",0,,Khuz-dar,,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Islam-abad,,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Rawal-pindi,,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Gujran-wala,3850,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Sialkot,,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Lahore,4500,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Faisal-abad,4875,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Sar-godha,4050,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Multan,4300,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Baha-walpur,4600,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Karachi,,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Hyder-abad,,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Sukkur,,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Larkana,3800,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Pesha-war,4300,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Bannu,,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Quetta,,3/1/2019
67,Sulphate of Potash 50 Kg,4284.38,,Khuz-dar,,3/1/2019
68,Nitro. Phosphate 50 Kg,2880.63,,Islam-abad,,3/1/2019
68,Nitro. Phosphate 50 Kg,2880.63,,Rawal-pindi,,3/1/2019
68,Nitro. Phosphate 50 Kg,2880.63,,Gujran-wala,2883.75,3/1/2019
68,Nitro. Phosphate 50 Kg,2880.63,,Sialkot,,3/1/2019
68,Nitro. Phosphate 50 Kg,2880.63,,Lahore,2895,3/1/2019
68,Nitro. Phosphate 50 Kg,2880.63,,Faisal-abad,2850,3/1/2019
68,Nitro. Phosphate 50 Kg,2880.63,,Sar-godha,2925,3/1/2019
